int,mass
-0.46348186316719614,2078.5
-0.46259893102186217,2079.0
-0.45789456584108457,2079.5
-0.4458746201675317,2080.0
-0.43581476471308417,2080.5
-0.4213049585535082,2081.0
-0.40692896622753005,2081.5
-0.39508001140818655,2082.0
-0.3866968213766607,2082.5
-0.37977716462195193,2083.0
-0.38199624295862017,2083.5
-0.38551149599711043,2084.0
-0.3913830470774717,2084.5
-0.3995272702957542,2085.0
-0.40857750746646393,2085.5
-0.4144274765120529,2086.0
-0.42365617915293124,2086.5
-0.42950622593105375,2087.0
-0.43371901577410604,2087.5
-0.4380763761047275,2088.0
-0.44216340371776625,2088.5
-0.44256000130759066,2089.0
-0.44645520023313007,2089.5
-0.4485525788270997,2090.0
-0.4495734487581619,2090.5
-0.4518309243475556,2091.0
-0.455057230359574,2091.5
-0.4554947314024025,2092.0
-0.4585660137647868,2092.5
-0.46061551721677313,2093.0
-0.4604970067254621,2093.5
-0.4611243051174118,2094.0
-0.4623320149181447,2094.5
-0.46054459705139267,2095.0
-0.45929829406870865,2095.5
-0.4578227126193512,2096.0
-0.4520048894188175,2096.5
-0.44444286780888204,2097.0
-0.43493157341949373,2097.5
-0.4209841437187293,2098.0
-0.4049781853049741,2098.5
-0.3919685617649227,2099.0
-0.37899389546488044,2099.5
-0.37089702006524405,2100.0
-0.3687572305515758,2100.5
-0.371650234089371,2101.0
-0.3773557535339719,2101.5
-0.39032300681731935,2102.0
-0.4019209330109294,2102.5
-0.41366174184759463,2103.0
-0.4251075126452539,2103.5
-0.4350622181296704,2104.0
-0.44004495981195496,2104.5
-0.4475783275528567,2105.0
-0.45179646471514917,2105.5
-0.454302824726795,2106.0
-0.4574977169209909,2106.5
-0.46134799424295114,2107.0
-0.4624621826514085,2107.5
-0.4653612055711064,2108.0
-0.4684517157869185,2108.5
-0.4689044914679668,2109.0
-0.46997318360393703,2109.5
-0.47184381548312504,2110.0
-0.4719863447414051,2110.5
-0.47067910654649125,2111.0
-0.4726535679933189,2111.5
-0.47108577739596963,2112.0
-0.4697728247331472,2112.5
-0.4691323004485466,2113.0
-0.4681928778357398,2113.5
-0.4636727672786851,2114.0
-0.46389682858179854,2114.5
-0.4622081827298753,2115.0
-0.46045733200986605,2115.5
-0.46068664799070136,2116.0
-0.46274704235644254,2116.5
-0.4632391393760805,2117.0
-0.46572178653066415,2117.5
-0.46964483154090103,2118.0
-0.4707263546405138,2118.5
-0.4718205790949281,2119.0
-0.47279330844748235,2119.5
-0.4715827726306481,2120.0
-0.4667942953180763,2120.5
-0.466505555067805,2121.0
-0.4631453106699259,2121.5
-0.46017658426311675,2122.0
-0.4590733979902419,2122.5
-0.459902775961851,2123.0
-0.4592735733598261,2123.5
-0.4620792253168423,2124.0
-0.46555584033302316,2124.5
-0.46686580988862725,2125.0
-0.46866372377011617,2125.5
-0.4708042678692268,2126.0
-0.4710204993811476,2126.5
-0.468244616283216,2127.0
-0.4696642478498626,2127.5
-0.4678551556361531,2128.0
-0.46622161315900573,2128.5
-0.46603414294710843,2129.0
-0.46718759713761443,2129.5
-0.46620138471535133,2130.0
-0.4677100993781687,2130.5
-0.4700285579699467,2131.0
-0.46994050288856354,2131.5
-0.47006387487439166,2132.0
-0.4699998781865827,2132.5
-0.46756262642059504,2133.0
-0.46045462664888875,2133.5
-0.45727737172207916,2134.0
-0.4507684900312446,2134.5
-0.44403413174681544,2135.0
-0.43931597202233214,2135.5
-0.4370899359200572,2136.0
-0.434977821734606,2136.5
-0.4355049936154774,2137.0
-0.44032250433191644,2137.5
-0.4436960277151435,2138.0
-0.4481538040276694,2138.5
-0.4534176251885315,2139.0
-0.45872759388303286,2139.5
-0.4606230180184918,2140.0
-0.46515734600933845,2140.5
-0.4680682105413534,2141.0
-0.4685936085443098,2141.5
-0.46964185726656693,2142.0
-0.4713767963176922,2142.5
-0.4719663428221033,2143.0
-0.4698907129164655,2143.5
-0.4729306371297466,2144.0
-0.4728902245085544,2144.5
-0.4721580331155759,2145.0
-0.4726321883435279,2145.5
-0.474509991461004,2146.0
-0.47497277697208945,2146.5
-0.4753011205555838,2147.0
-0.47882870551020723,2147.5
-0.47939826837500366,2148.0
-0.4801479697632104,2148.5
-0.4812321772664284,2149.0
-0.48217928597975246,2149.5
-0.47954251529535874,2150.0
-0.477941512342783,2150.5
-0.4769557710219243,2151.0
-0.4728893592614724,2151.5
-0.46881531187846853,2152.0
-0.46496182551864856,2152.5
-0.46099994646817016,2153.0
-0.45436578819148665,2153.5
-0.45133957667599456,2154.0
-0.44831287179760276,2154.5
-0.44440608419623473,2155.0
-0.4426165742476821,2155.5
-0.4430444759949531,2156.0
-0.444365369459667,2156.5
-0.443855549338827,2157.0
-0.4480080795659349,2157.5
-0.4503772496753448,2158.0
-0.4506401250817522,2158.5
-0.45070258220700543,2159.0
-0.4503889450135664,2159.5
-0.44798377843836806,2160.0
-0.44193978605144074,2160.5
-0.44029787347097177,2161.0
-0.43689334987694034,2161.5
-0.43356916260186446,2162.0
-0.4325483546116318,2162.5
-0.4339104134795131,2163.0
-0.435773331420217,2163.5
-0.4363336244290524,2164.0
-0.44251370142270596,2164.5
-0.4464957241404581,2165.0
-0.4494733498567112,2165.5
-0.4528900395808308,2166.0
-0.4564557107401877,2166.5
-0.45810562670950344,2167.0
-0.4565433470163756,2167.5
-0.4592116895573685,2168.0
-0.45838068321988906,2168.5
-0.45557864425604844,2169.0
-0.4527081411426207,2169.5
-0.44983257661134124,2170.0
-0.4451732220106524,2170.5
-0.43739989552005204,2171.0
-0.43416049597861706,2171.5
-0.4289505934773725,2172.0
-0.42359930365595017,2172.5
-0.42029161697818396,2173.0
-0.419147441088116,2173.5
-0.41869454563413977,2174.0
-0.41698351116043614,2174.5
-0.420168423845428,2175.0
-0.4215716665739199,2175.5
-0.42045543391853923,2176.0
-0.41754759004030795,2176.5
-0.41163885605114403,2177.0
-0.40057118745440334,2177.5
-0.3825908766031278,2178.0
-0.3645596493916055,2178.5
-0.3455366780546879,2179.0
-0.32769722665868584,2179.5
-0.3153506574742519,2180.0
-0.30971097807662396,2180.5
-0.3113892470538217,2181.0
-0.3178578205257426,2181.5
-0.33086732710999667,2182.0
-0.34716366180132746,2182.5
-0.362748969312617,2183.0
-0.3784878113495402,2183.5
-0.39342778181581145,2184.0
-0.4069851433591293,2184.5
-0.41631666007998946,2185.0
-0.423450567138877,2185.5
-0.430529402912751,2186.0
-0.4331206101520742,2186.5
-0.4339088042549321,2187.0
-0.434280088296923,2187.5
-0.4349471089794813,2188.0
-0.43440964130354265,2188.5
-0.4326513800385585,2189.0
-0.4355077509280467,2189.5
-0.4362221880926044,2190.0
-0.43641226024686947,2190.5
-0.4377687425920662,2191.0
-0.4401007090928731,2191.5
-0.44186173198838863,2192.0
-0.4409278331673095,2192.5
-0.4432887571832627,2193.0
-0.44487966991819833,2193.5
-0.44451994830125036,2194.0
-0.44452590866499425,2194.5
-0.44457254699678955,2195.0
-0.444537381417228,2195.5
-0.44199174692455695,2196.0
-0.4398814418665582,2196.5
-0.4401478814655927,2197.0
-0.4381869205099751,2197.5
-0.4362843416555772,2198.0
-0.43532208605772715,2198.5
-0.435417786532057,2199.0
-0.43463684761292287,2199.5
-0.43171042459449305,2200.0
-0.4332916253663374,2200.5
-0.4331344176807707,2201.0
-0.4320275488460213,2201.5
-0.4320942676671328,2202.0
-0.4332278931509373,2202.5
-0.4350626316843876,2203.0
-0.43534743268976045,2203.5
-0.4375318331959004,2204.0
-0.4418392975373521,2204.5
-0.4442105604359513,2205.0
-0.4466437842607466,2205.5
-0.44946902970993974,2206.0
-0.4525089502838865,2206.5
-0.45367891146993533,2207.0
-0.45187798727000367,2207.5
-0.4541228002912739,2208.0
-0.4544127035149873,2208.5
-0.45340823179511713,2209.0
-0.4533942571249568,2209.5
-0.45401892986292003,2210.0
-0.454895586662789,2210.5
-0.453353804917937,2211.0
-0.45152039862776894,2211.5
-0.45147888824904814,2212.0
-0.4483062688943904,2212.5
-0.4443704878461733,2213.0
-0.44128952938075466,2213.5
-0.43943236790167245,2214.0
-0.437741946257082,2214.5
-0.4346267809346494,2215.0
-0.4354874380453413,2215.5
-0.43733441482961694,2216.0
-0.4380420892458072,2216.5
-0.43952248848512593,2217.0
-0.4415810308279093,2217.5
-0.44434580747281005,2218.0
-0.44575423322127367,2218.5
-0.4450352052293235,2219.0
-0.448801938210625,2219.5
-0.4504235548830885,2220.0
-0.450660401240998,2220.5
-0.4516230226322833,2221.0
-0.45289421670527646,2221.5
-0.45434148565991933,2222.0
-0.4536544318636482,2222.5
-0.4523882006963638,2223.0
-0.45478246193654287,2223.5
-0.4550882771491654,2224.0
-0.4547615037746548,2224.5
-0.45539013362777925,2225.0
-0.45672579605480446,2225.5
-0.4578172414880886,2226.0
-0.4559043975591177,2226.5
-0.453422063471568,2227.0
-0.4518335832515659,2227.5
-0.44719632029839096,2228.0
-0.441963109408882,2228.5
-0.4378468915577086,2229.0
-0.4353718507459556,2229.5
-0.43417471502212795,2230.0
-0.4326827658939997,2230.5
-0.4343411083816636,2231.0
-0.43786845437964644,2231.5
-0.43863723273631544,2232.0
-0.4376025939919314,2232.5
-0.43516886602959176,2233.0
-0.43127680823902254,2233.5
-0.4252018663402162,2234.0
-0.41637029976962137,2234.5
-0.410305081843917,2235.0
-0.4074414781220346,2235.5
-0.40567668476471347,2236.0
-0.406946774954859,2236.5
-0.41148167662884844,2237.0
-0.41860694025517625,2237.5
-0.42624460565085015,2238.0
-0.43167524710823013,2238.5
-0.4381298996185219,2239.0
-0.4446421284502179,2239.5
-0.448070992204304,2240.0
-0.45034002013219626,2240.5
-0.45255008572258887,2241.0
-0.45499735032224786,2241.5
-0.45693314629921133,2242.0
-0.4565770909454042,2242.5
-0.4572678194955437,2243.0
-0.4591790615940063,2243.5
-0.4586575692365865,2244.0
-0.45778608779074625,2244.5
-0.4578310646207397,2245.0
-0.45863459186628125,2245.5
-0.45942418227412696,2246.0
-0.4582918443177067,2246.5
-0.4577087648161207,2247.0
-0.4598860218952938,2247.5
-0.4595145764745214,2248.0
-0.45774622603538057,2248.5
-0.45614293551252255,2249.0
-0.45467302957515665,2249.5
-0.4535051615177624,2250.0
-0.45100061720170753,2250.5
-0.44804429092928183,2251.0
-0.44973806230771335,2251.5
-0.45010362277520655,2252.0
-0.44985143987249476,2252.5
-0.4508990895378162,2253.0
-0.45259405813046416,2253.5
-0.45525045099137385,2254.0
-0.45653576239496435,2254.5
-0.45526192580802577,2255.0
-0.4571909187365339,2255.5
-0.4580535587041396,2256.0
-0.4569846254764319,2256.5
-0.45588947403659696,2257.0
-0.45526579257115224,2257.5
-0.45566792387746186,2258.0
-0.45639443521351397,2258.5
-0.45607366846495084,2259.0
-0.45794587710998136,2259.5
-0.46158502494231024,2260.0
-0.46281806062245784,2260.5
-0.4630587900309589,2261.0
-0.46355593712495363,2261.5
-0.4640449680153885,2262.0
-0.46442061902141996,2262.5
-0.46308409770665243,2263.0
-0.4605466098541329,2263.5
-0.46239960556377885,2264.0
-0.4622157049054731,2264.5
-0.4600582156243271,2265.0
-0.45757132767253267,2265.5
-0.45468599123052034,2266.0
-0.45195070067073495,2266.5
-0.4484333874286338,2267.0
-0.44350938604594353,2267.5
-0.4417485942885702,2268.0
-0.44257459133574345,2268.5
-0.4426756837863744,2269.0
-0.4432437092465899,2269.5
-0.4451723370442265,2270.0
-0.44790867251178323,2270.5
-0.4510143793899817,2271.0
-0.45240281554448336,2271.5
-0.4517416436574922,2272.0
-0.45509420412228896,2272.5
-0.45696915720848774,2273.0
-0.45742321431918104,2273.5
-0.4581749435056929,2274.0
-0.45944219810729386,2274.5
-0.46143230404221897,2275.0
-0.463187022354145,2275.5
-0.46308895532200534,2276.0
-0.46318940082857396,2276.5
-0.4653936967680603,2277.0
-0.4647543211362401,2277.5
-0.4624047763657941,2278.0
-0.4602718494733868,2278.5
-0.4579781360364088,2279.0
-0.45623473211256843,2279.5
-0.453735299345655,2280.0
-0.4498183802748572,2280.5
-0.4489528135005157,2281.0
-0.4499845361164363,2281.5
-0.4496554130546025,2282.0
-0.44901913091464657,2282.5
-0.44909923544950203,2283.0
-0.44934091507830554,2283.5
-0.44980220768338175,2284.0
-0.44886464814195665,2284.5
-0.4460582522053276,2285.0
-0.44669079395655903,2285.5
-0.4478116370982086,2286.0
-0.4478973944799555,2286.5
-0.4483484447689715,2287.0
-0.4499168511091517,2287.5
-0.4522034200365762,2288.0
-0.454903358360862,2288.5
-0.4561795113542468,2289.0
-0.4554010038423367,2289.5
-0.4577267973578414,2290.0
-0.4587718692600828,2290.5
-0.4576124321970833,2291.0
-0.45591088274962727,2291.5
-0.4546435286670727,2292.0
-0.4538341071379862,2292.5
-0.45339859807071853,2293.0
-0.4518339805761666,2293.5
-0.44886879323167306,2294.0
-0.4498643660704902,2294.5
-0.45057660592255716,2295.0
-0.45015719042371455,2295.5
-0.4501209624005798,2296.0
-0.4512835675050965,2296.5
-0.4533503083567625,2297.0
-0.45600266982744936,2297.5
-0.45734154445119507,2298.0
-0.4565133938442852,2298.5
-0.4582359303555569,2299.0
-0.45894968868202946,2299.5
-0.45711129209626383,2300.0
-0.45410112306825384,2300.5
-0.45109030291267666,2301.0
-0.4479990962585554,2301.5
-0.4453994031683674,2302.0
-0.4422806251762788,2302.5
-0.4382269149057949,2303.0
-0.43745585728326253,2303.5
-0.43866508878043664,2304.0
-0.43929728898664877,2304.5
-0.44026589386238774,2305.0
-0.44243266158240835,2305.5
-0.444487494705478,2306.0
-0.4464882318580747,2306.5
-0.4467880723140396,2307.0
-0.4444515400580625,2307.5
-0.44232881054361206,2308.0
-0.4424039675052268,2308.5
-0.44083847877422555,2309.0
-0.4386465184575511,2309.5
-0.437609721756519,2310.0
-0.4378435909394446,2310.5
-0.4394815332325806,2311.0
-0.44152211129068986,2311.5
-0.44244146077838664,2312.0
-0.44234810013155035,2312.5
-0.44632371340359955,2313.0
-0.44896259603259664,2313.5
-0.44973401663617374,2314.0
-0.4497293060968277,2314.5
-0.4496587600597748,2315.0
-0.44929154421646933,2315.5
-0.44886896240711277,2316.0
-0.44712244006003515,2316.5
-0.4431464940662598,2317.0
-0.4401044291731386,2317.5
-0.43763528719153816,2318.0
-0.43306334274073427,2318.5
-0.4276304803833509,2319.0
-0.42301824141045674,2319.5
-0.419505942391717,2320.0
-0.4180346773953968,2320.5
-0.41836175381990665,2321.0
-0.4194719017005445,2321.5
-0.4212937154179347,2322.0
-0.42812637915983326,2322.5
-0.4345373101223429,2323.0
-0.43923424859530824,2323.5
-0.4428303841492383,2324.0
-0.44612098596591343,2324.5
-0.44870760259395537,2325.0
-0.4510240299699611,2325.5
-0.45185911814044827,2326.0
-0.4503316580054585,2326.5
-0.448789165316916,2327.0
-0.44982474944558815,2327.5
-0.44958965920794697,2328.0
-0.44868104060593067,2328.5
-0.4483868016846051,2329.0
-0.4489381497511474,2329.5
-0.4500280005031201,2330.0
-0.45148443081973455,2330.5
-0.45214949776136176,2331.0
-0.4513692519727656,2331.5
-0.45216808973517947,2332.0
-0.4540986568023537,2332.5
-0.45427201163322306,2333.0
-0.4537465505452137,2333.5
-0.45383478170451147,2334.0
-0.45437380941697436,2334.5
-0.4552503387908266,2335.0
-0.4560275570851532,2335.5
-0.45561701081140554,2336.0
-0.45363961924559615,2336.5
-0.4538210209428366,2337.0
-0.45479158715106155,2337.5
-0.45427347142658053,2338.0
-0.45320153183649975,2338.5
-0.4527425236999308,2339.0
-0.45271303511126165,2339.5
-0.45315122572009126,2340.0
-0.45344595815370103,2340.5
-0.45233271141542997,2341.0
-0.44944897387259997,2341.5
-0.4486424747309714,2342.0
-0.4488754182367116,2342.5
-0.4479924035892949,2343.0
-0.4469679661188333,2343.5
-0.44706948032111155,2344.0
-0.4482841666687647,2344.5
-0.45055088206225474,2345.0
-0.45329602749005055,2345.5
-0.4550305872756965,2346.0
-0.4548421330529885,2346.5
-0.45556271452326486,2347.0
-0.45731450866082496,2347.5
-0.45730748324110276,2348.0
-0.45625656816275356,2348.5
-0.45526251158023606,2349.0
-0.45458408525612415,2349.5
-0.4540453525275585,2350.0
-0.4537335818810285,2350.5
-0.45252718624336513,2351.0
-0.44945804720850335,2351.5
-0.44615887477528865,2352.0
-0.4454310716930734,2352.5
-0.4438287820732278,2353.0
-0.44179067935118904,2353.5
-0.44034685780857313,2354.0
-0.44019864235086426,2354.5
-0.44068456937851025,2355.0
-0.442479259952629,2355.5
-0.44457172761261493,2356.0
-0.4457045640268706,2356.5
-0.4456872459538298,2357.0
-0.4487109261601027,2357.5
-0.4513614536188881,2358.0
-0.452594838310409,2358.5
-0.4531016058553428,2359.0
-0.45373322880085987,2359.5
-0.4543393816887198,2360.0
-0.4552249632538639,2360.5
-0.45626907781970283,2361.0
-0.4565608924281657,2361.5
-0.45545835933087075,2362.0
-0.45508810025890806,2362.5
-0.4567075810875703,2363.0
-0.456895644885908,2363.5
-0.4560083139930149,2364.0
-0.454991982534582,2364.5
-0.45439632860708823,2365.0
-0.4534052919313466,2365.5
-0.45269962186482354,2366.0
-0.45162795817864526,2366.5
-0.4494522975679126,2367.0
-0.4462111200981561,2367.5
-0.4457384162511459,2368.0
-0.44623891587993003,2368.5
-0.44621549033690683,2369.0
-0.4464075698900602,2369.5
-0.4476127654532161,2370.0
-0.44973521312574904,2370.5
-0.4521101455974271,2371.0
-0.45460374622859945,2371.5
-0.4561972435072683,2372.0
-0.45618179122088387,2372.5
-0.4550536207173688,2373.0
-0.45716567501509414,2373.5
-0.4586575744859679,2374.0
-0.458767597908362,2374.5
-0.45823680730513927,2375.0
-0.45790226194783606,2375.5
-0.45767253448408274,2376.0
-0.45741059523130223,2376.5
-0.45714450396344886,2377.0
-0.4561598654045552,2377.5
-0.45387158158123736,2378.0
-0.4506906787480299,2378.5
-0.4506032610748715,2379.0
-0.44911998874092157,2379.5
-0.44565795549398135,2380.0
-0.4410050462630558,2380.5
-0.43630589708529643,2381.0
-0.4320515248735351,2381.5
-0.42868894684911624,2382.0
-0.4267367060990674,2382.5
-0.4257157220971279,2383.0
-0.4250424622259243,2383.5
-0.42488235720301715,2384.0
-0.4286968917716413,2384.5
-0.43259271093373736,2385.0
-0.4353328547434479,2385.5
-0.43739463039213744,2386.0
-0.4396629622399444,2386.5
-0.4424405421495244,2387.0
-0.44538526661590033,2387.5
-0.4486739044429156,2388.0
-0.45139503897037814,2388.5
-0.45260113408648545,2389.0
-0.452099523781283,2389.5
-0.4530524121290595,2390.0
-0.45405021381248517,2390.5
-0.4533264089662984,2391.0
-0.4516007916588076,2391.5
-0.4500051308176904,2392.0
-0.44933337126140444,2392.5
-0.4487692950936974,2393.0
-0.4488829122321399,2393.5
-0.44887350316112057,2394.0
-0.4477683576440326,2394.5
-0.4448931136687,2395.0
-0.44144211651388593,2395.5
-0.43904589099628066,2396.0
-0.43407331880270195,2396.5
-0.42610906878218296,2397.0
-0.41551063690338663,2397.5
-0.4030119008452785,2398.0
-0.3893026426334329,2398.5
-0.3755620685714424,2399.0
-0.36336479794604587,2399.5
-0.35360319126428447,2400.0
-0.3469638436354893,2400.5
-0.34433569195033686,2401.0
-0.3485975060565814,2401.5
-0.35807236671836756,2402.0
-0.3699728971459847,2402.5
-0.38292374073491925,2403.0
-0.3960094410351257,2403.5
-0.40860089330673105,2404.0
-0.4195212383420673,2404.5
-0.42862148369068676,2405.0
-0.43533103930050177,2405.5
-0.439065367136457,2406.0
-0.4397665447895268,2406.5
-0.4384824287903668,2407.0
-0.4394448236791564,2407.5
-0.4400219195204229,2408.0
-0.439656488077243,2408.5
-0.43886408733885823,2409.0
-0.4382074882551392,2409.5
-0.4380175061143021,2410.0
-0.4374982833818575,2410.5
-0.4373117203750633,2411.0
-0.4370771205173208,2411.5
-0.4362901751866084,2412.0
-0.4347628564210343,2412.5
-0.4332689191315736,2413.0
-0.4356144558045405,2413.5
-0.43830530211587465,2414.0
-0.4403628561427574,2414.5
-0.4418373534167332,2415.0
-0.44309219177135095,2415.5
-0.44442816615628533,2416.0
-0.4451332958787205,2416.5
-0.44584032711474547,2417.0
-0.4463430487503084,2417.5
-0.44620550144689525,2418.0
-0.4450280161833141,2418.5
-0.4430429698607151,2419.0
-0.4434156114638764,2419.5
-0.44373934936985404,2420.0
-0.4428515797911858,2420.5
-0.4411052429403342,2421.0
-0.43919119590353944,2421.5
-0.43778904312832445,2422.0
-0.4367669677969748,2422.5
-0.43650420550865665,2423.0
-0.4369076783090002,2423.5
-0.43720819218037926,2424.0
-0.43668808964153333,2424.5
-0.4353292663938308,2425.0
-0.4354703608147454,2425.5
-0.4374511301204701,2426.0
-0.4387576146330873,2426.5
-0.4391661536936787,2427.0
-0.4389361054252296,2427.5
-0.43832984250062557,2428.0
-0.43724576574612106,2428.5
-0.4351020537807807,2429.0
-0.4324020575903688,2429.5
-0.4291010212897324,2430.0
-0.42529615509519586,2430.5
-0.4212386410806254,2431.0
-0.4176621209276774,2431.5
-0.41782702858786275,2432.0
-0.4190232758989655,2432.5
-0.42027838711562987,2433.0
-0.42150612143052596,2433.5
-0.4228118528350023,2434.0
-0.42437244618916947,2434.5
-0.4259250887122659,2435.0
-0.4275276289242022,2435.5
-0.429318650098107,2436.0
-0.43082028394009936,2436.5
-0.4315120243291395,2437.0
-0.4311934789198836,2437.5
-0.43080472170825335,2438.0
-0.4331236168555848,2438.5
-0.43519318868005363,2439.0
-0.4366633373517666,2439.5
-0.4377447756071692,2440.0
-0.43873684076111547,2440.5
-0.43977887958828105,2441.0
-0.44027473787789595,2441.5
-0.4401697863894762,2442.0
-0.43946694368850475,2442.5
-0.43794454888234896,2443.0
-0.43544879013200277,2443.5
-0.43199228021654346,2444.0
-0.42836496485529174,2444.5
-0.4271002296716375,2445.0
-0.4247932788985834,2445.5
-0.42054433500757704,2446.0
-0.4142692206626727,2446.5
-0.4065539844302281,2447.0
-0.3984342600066538,2447.5
-0.390691029101846,2448.0
-0.38423233026130993,2448.5
-0.38018304023695904,2449.0
-0.37891385365554475,2449.5
-0.380328833353592,2450.0
-0.38386511331478745,2450.5
-0.38889974271077293,2451.0
-0.39686054141862737,2451.5
-0.4050870535467962,2452.0
-0.4119865361557398,2452.5
-0.417315851821311,2453.0
-0.4213021730703865,2453.5
-0.4243704045431443,2454.0
-0.42692075622540104,2454.5
-0.42854688943115343,2455.0
-0.4299590555765353,2455.5
-0.4309219568828726,2456.0
-0.4311308651636272,2456.5
-0.4303861743081986,2457.0
-0.42880473238009476,2457.5
-0.4277393130540169,2458.0
-0.4287155784568529,2458.5
-0.42928316365821684,2459.0
-0.42929671798416646,2459.5
-0.42908738919499523,2460.0
-0.4291025022183021,2460.5
-0.4297051790114602,2461.0
-0.430737137953907,2461.5
-0.4318884776823713,2462.0
-0.43327135026532876,2462.5
-0.4343557226000776,2463.0
-0.4345493136789701,2463.5
-0.4333672875067552,2464.0
-0.4308076079259971,2464.5
-0.4287162240299319,2465.0
-0.42769726631847194,2465.5
-0.4259804826996505,2466.0
-0.42360689965000475,2466.5
-0.4209355637188455,2467.0
-0.41842702037995194,2467.5
