int,mass
-0.3755901470259712,2191
-0.378646357009443,2191.5
-0.38131926126627896,2192
-0.3832178638311493,2192.5
-0.38488148930212673,2193
-0.38711973279684536,2193.5
-0.3890049716642982,2194
-0.3900200169665372,2194.5
-0.389745262380573,2195
-0.3876385709527748,2195.5
-0.3841299598015008,2196
-0.3804152079072398,2196.5
-0.3768688623328596,2197
-0.3739636168055246,2197.5
-0.37218363289930695,2198
-0.37096535708728146,2198.5
-0.37035845730193256,2199
-0.3698412790513944,2199.5
-0.36812899875674626,2200
-0.3660721768178769,2200.5
-0.36464684711313394,2201
-0.3642637077428692,2201.5
-0.36450074979568825,2202
-0.36528900997911623,2202.5
-0.36701273941033274,2203
-0.3697353235583093,2203.5
-0.37373337715146593,2204
-0.3795228779246782,2204.5
-0.38617485971562127,2205
-0.3933435330695322,2205.5
-0.4002057539341547,2206
-0.4044548797949425,2206.5
-0.40597892230454896,2207
-0.40608304171839965,2207.5
-0.40394628673345584,2208
-0.40156226939781925,2208.5
-0.40073575640704956,2209
-0.4027233536503263,2209.5
-0.404896001319524,2210
-0.4067150919441593,2210.5
-0.40737009561022713,2211
-0.4055742588038694,2211.5
-0.4017159018909817,2212
-0.3959518930319688,2212.5
-0.3885007358614726,2213
-0.3811542620247397,2213.5
-0.3747247853713313,2214
-0.36997393636397885,2214.5
-0.36762074963186864,2215
-0.36774285631771264,2215.5
-0.3709311152371969,2216
-0.37543404884564646,2216.5
-0.3801594892851231,2217
-0.3844105768650948,2217.5
-0.38783315709718574,2218
-0.3904958228643112,2218.5
-0.39289480296500323,2219
-0.3949309732639006,2219.5
-0.3970434335052587,2220
-0.39981104592406236,2220.5
-0.402425806247039,2221
-0.40458834287955003,2221.5
-0.40584552764449866,2222
-0.40527545810557236,2222.5
-0.40384546179227176,2223
-0.4031062445554583,2223.5
-0.4036054143563835,2224
-0.40523863856050674,2224.5
-0.4081521212955507,2225
-0.41132506749771597,2225.5
-0.4146809926047818,2226
-0.4160731689008923,2226.5
-0.4123768550524315,2227
-0.40515140832112123,2227.5
-0.39539612220142906,2228
-0.3836740944708894,2228.5
-0.3727082108816715,2229
-0.3637999665992804,2229.5
-0.35941339452394067,2230
-0.36201650601629126,2230.5
-0.3690760894518879,2231
-0.3790697910949714,2231.5
-0.38761764481802763,2232
-0.3915751123714085,2232.5
-0.38868368956602484,2233
-0.3769382391390736,2233.5
-0.3577525692590281,2234
-0.3379634757081497,2234.5
-0.3197775409574474,2235
-0.30744775885695064,2235.5
-0.30586533970975305,2236
-0.3115914198122302,2236.5
-0.32438037124074476,2237
-0.3420380014616101,2237.5
-0.3588301968826958,2238
-0.37365791678773014,2238.5
-0.38585008738238863,2239
-0.3938524907206342,2239.5
-0.3994820868516648,2240
-0.40369184509620126,2240.5
-0.40669507908019487,2241
-0.4088011234068138,2241.5
-0.4105627006534239,2242
-0.4125798687862056,2242.5
-0.41431640150622817,2243
-0.41501801928368753,2243.5
-0.4143898074903922,2244
-0.4135717650014384,2244.5
-0.4128871412830245,2245
-0.4122589621070383,2245.5
-0.4121685640669164,2246
-0.41335960203997185,2246.5
-0.41517872817593776,2247
-0.41714235617014295,2247.5
-0.41806674063588384,2248
-0.4168743847074328,2248.5
-0.41318092357651176,2249
-0.4081786219115637,2249.5
-0.4025519268523232,2250
-0.39789786212119754,2250.5
-0.39506399482626836,2251
-0.3940475948037232,2251.5
-0.3952931920400346,2252
-0.3976968120263492,2252.5
-0.40064174072122477,2253
-0.403974396134155,2253.5
-0.40793375138949556,2254
-0.41198835398702766,2254.5
-0.41469692279773585,2255
-0.4155773591209683,2255.5
-0.41503253322633743,2256
-0.412909436242833,2256.5
-0.41015815516639464,2257
-0.4070624950817424,2257.5
-0.40474126836265695,2258
-0.4056361751668918,2258.5
-0.40924704940604206,2259
-0.4139822372175374,2259.5
-0.4193391268673231,2260
-0.4240162954731782,2260.5
-0.42722138858363623,2261
-0.42874525878526026,2261.5
-0.42730840093141825,2262
-0.4230710166868545,2262.5
-0.4198534814802499,2263
-0.4202828798876359,2263.5
-0.42217953644356343,2264
-0.42356161570166295,2264.5
-0.4237971205766466,2265
-0.4205420742492822,2265.5
-0.41267593889717485,2266
-0.4033276788699805,2266.5
-0.39290431008213744,2267
-0.3840599445426352,2267.5
-0.3806344121332513,2268
-0.38079328434605303,2268.5
-0.38328219896418414,2269
-0.3878456233884595,2269.5
-0.3929612912526698,2270
-0.3978826773453867,2270.5
-0.4024577255195253,2271
-0.40619377889985386,2271.5
-0.40897285776013176,2272
-0.41077274158149224,2272.5
-0.41215698663267847,2273
-0.41346359183783654,2273.5
-0.4147661635663589,2274
-0.416861852432641,2274.5
-0.41997836502440733,2275
-0.4232870440592808,2275.5
-0.4267982516212102,2276
-0.4295290754600047,2276.5
-0.43013042392934475,2277
-0.4290431042647115,2277.5
-0.42649531862524404,2278
-0.4225956310985016,2278.5
-0.4170348011460524,2279
-0.4100504788357957,2279.5
-0.4038350700990731,2280
-0.3995888964364039,2280.5
-0.39720460253899575,2281
-0.3966460981103883,2281.5
-0.3989976260014441,2282
-0.4017312252374455,2282.5
-0.4036631334850038,2283
-0.4042027488772806,2283.5
-0.40250481880979067,2284
-0.39907593059853647,2284.5
-0.39591471716163806,2285
-0.39384974155712765,2285.5
-0.39331891992196383,2286
-0.3950257298497209,2286.5
-0.39792558912605347,2287
-0.40160948543120795,2287.5
-0.40579415039350114,2288
-0.4102132542501859,2288.5
-0.4144628437008181,2289
-0.4177102756554519,2289.5
-0.4194397894077109,2290
-0.4195166379359331,2290.5
-0.417533761900278,2291
-0.41463608043970035,2291.5
-0.41128467910165883,2292
-0.40800333247690823,2292.5
-0.4056872639989223,2293
-0.4042485800514176,2293.5
-0.40296879420399373,2294
-0.4017888818909879,2294.5
-0.4008519958246161,2295
-0.3999155026786202,2295.5
-0.40017378713593604,2296
-0.40244982707445615,2296.5
-0.4066734340346535,2297
-0.41214991224843645,2297.5
-0.4179837619129795,2298
-0.42205063566884515,2298.5
-0.4230658957940273,2299
-0.42188292498727276,2299.5
-0.41883881680059376,2300
-0.41423426241026234,2300.5
-0.40830210824706303,2301
-0.40140603568895533,2301.5
-0.39352904074312145,2302
-0.38545749187345485,2302.5
-0.3793265238457851,2303
-0.3761219025236722,2303.5
-0.3760352587020283,2304
-0.38008084315300866,2304.5
-0.3860413060692498,2305
-0.39303913454290357,2305.5
-0.3995659984308032,2306
-0.40268720667005997,2306.5
-0.4022377811397156,2307
-0.3997093988857133,2307.5
-0.3950505811985867,2308
-0.38960472426148546,2308.5
-0.384154511465837,2309
-0.3801048895882475,2309.5
-0.37878535064726165,2310
-0.3805900746347202,2310.5
-0.38335944442549796,2311
-0.3865560364405962,2311.5
-0.3902062458559144,2312
-0.3941997456136973,2312.5
-0.3984880386361635,2313
-0.403204640145164,2313.5
-0.4070683409647556,2314
-0.4092378025090195,2314.5
-0.4093119153138733,2315
-0.4075097298147865,2315.5
-0.40407438606201934,2316
-0.40027120055715193,2316.5
-0.39719969790942594,2317
-0.39349994355400586,2317.5
-0.38743612872178884,2318
-0.3776594694224651,2318.5
-0.36662503922385115,2319
-0.35484928541361627,2319.5
-0.34384830631366325,2320
-0.33843001185432414,2320.5
-0.33924427796036816,2321
-0.3442088125975514,2321.5
-0.3536911870451323,2322
-0.36571816154154335,2322.5
-0.3786364850868683,2323
-0.39051304030716155,2323.5
-0.3998239077036537,2324
-0.4057177852650244,2324.5
-0.4091733442111582,2325
-0.41048704553204396,2325.5
-0.410311989225708,2326
-0.4088197400632623,2326.5
-0.40651354921857996,2327
-0.4039009888977734,2327.5
-0.40170942448312,2328
-0.40050721983730503,2328.5
-0.40066231951257214,2329
-0.4022393081908876,2329.5
-0.4051862086336939,2330
-0.4079595670062146,2330.5
-0.4100626096064209,2331
-0.4114926166127188,2331.5
-0.4116068676784128,2332
-0.41118953148243675,2332.5
-0.411008241621267,2333
-0.4117707907693888,2333.5
-0.4130487014816681,2334
-0.41455497219144033,2334.5
-0.41565188497877636,2335
-0.41619233242991394,2335.5
-0.41623247895389226,2336
-0.41589345363308,2336.5
-0.41454914327176334,2337
-0.4128821313542834,2337.5
-0.41145811865771653,2338
-0.4106996249571989,2338.5
-0.4109273166559049,2339
-0.4122768136450945,2339.5
-0.41334459252746625,2340
-0.41375038807588804,2340.5
-0.41293869524252325,2341
-0.4096966142961584,2341.5
-0.405311687995895,2342
-0.4012430343876731,2342.5
-0.3980820167278962,2343
-0.3969472084490446,2343.5
-0.398860932833847,2344
-0.4023028587179773,2344.5
-0.4069227004626782,2345
-0.4120584743233453,2345.5
-0.4168229788770449,2346
-0.4206270921514747,2346.5
-0.4224691180328858,2347
-0.42155595177482724,2347.5
-0.41974581404714933,2348
-0.4181820755597321,2348.5
-0.41681949014928427,2349
-0.4160025180172943,2349.5
-0.41562773184805313,2350
-0.41508979988179784,2350.5
-0.41396668557940675,2351
-0.41099174200538113,2351.5
-0.40483168555584054,2352
-0.39799658023886086,2352.5
-0.3928559350222831,2353
-0.389277170549433,2353.5
-0.38754238636919663,2354
-0.38809315962413715,2354.5
-0.3897532995234577,2355
-0.39260385241547374,2355.5
-0.39650078233588176,2356
-0.4005872082005318,2356.5
-0.40415395010572147,2357
-0.4073321992430958,2357.5
-0.41044897621915816,2358
-0.4132100399884814,2358.5
-0.41536920322932475,2359
-0.4166629090563477,2359.5
-0.41737435593482514,2360
-0.417681447796125,2360.5
-0.41806843884564227,2361
-0.4188373720067547,2361.5
-0.41966216953026153,2362
-0.4200989535455588,2362.5
-0.4201820032446474,2363
-0.419906092355525,2363.5
-0.4193813761094618,2364
-0.41877124718654496,2364.5
-0.418033693936291,2365
-0.416619842315746,2365.5
-0.41447281558285437,2366
-0.4116586560248014,2366.5
-0.40785470014903924,2367
-0.4036395668546055,2367.5
-0.39990363995987993,2368
-0.39697608147013375,2368.5
-0.3961720730795238,2369
-0.3989284100534139,2369.5
-0.4034610391000064,2370
-0.40933310653471705,2370.5
-0.4154456296642409,2371
-0.419488467090634,2371.5
-0.42137385797655647,2372
-0.42222853990242226,2372.5
-0.4217704342853549,2373
-0.4213029929396869,2373.5
-0.42239594715647893,2374
-0.42396662135242014,2374.5
-0.42562854191697,2375
-0.42715910167414334,2375.5
-0.4267690533145721,2376
-0.42386528608097024,2376.5
-0.4207784406761314,2377
-0.41839149511301843,2377.5
-0.4167343590053886,2378
-0.41631837631187607,2378.5
-0.41558805061257276,2379
-0.41285903257690765,2379.5
-0.40719118784807296,2380
-0.3988292168552681,2380.5
-0.3874448549134618,2381
-0.37652898731870604,2381.5
-0.36757800526864404,2382
-0.3616562071428594,2382.5
-0.3600153808328843,2383
-0.36211252810240685,2383.5
-0.3665947215135189,2384
-0.3733503932416972,2384.5
-0.3803738095163182,2385
-0.38563588824014233,2385.5
-0.3902314807421802,2386
-0.3943455537775763,2386.5
-0.39814185718856915,2387
-0.40306590633624295,2387.5
-0.40920904728811097,2388
-0.4148968220610893,2388.5
-0.41999563091400444,2389
-0.4232611954197559,2389.5
-0.4224299101827719,2390
-0.4195275847059499,2390.5
-0.41615406222538587,2391
-0.41260660981010133,2391.5
-0.4097887608390929,2392
-0.4087109811348903,2392.5
-0.4099614013187625,2393
-0.41101425279875275,2393.5
-0.41104480716709835,2394
-0.4101864614720484,2394.5
-0.40884463134272647,2395
-0.4062684009032403,2395.5
-0.4016655599643798,2396
-0.39484584830534547,2396.5
-0.38360029481421054,2397
-0.36619341271743794,2397.5
-0.34337627821482763,2398
-0.31428775433357864,2398.5
-0.28149410478856496,2399
-0.2506992353624344,2399.5
-0.2246114422921503,2400
-0.20840072100627954,2400.5
-0.2064013938294591,2401
-0.2165004083263853,2401.5
-0.23906768510337076,2402
-0.2678245965017822,2402.5
-0.2984726416975799,2403
-0.32765537157623775,2403.5
-0.3537633690732618,2404
-0.3755197016778436,2404.5
-0.39188510676012056,2405
-0.4013001516361604,2405.5
-0.40477746175659496,2406
-0.40365105103268234,2406.5
-0.3997363071985826,2407
-0.3956219211803829,2407.5
-0.39296310053818445,2408
-0.3919376329543858,2408.5
-0.39361148158825976,2409
-0.39538081815818393,2409.5
-0.39591269808636403,2410
-0.3947334879599643,2410.5
-0.3929808939330393,2411
-0.39017042324873086,2411.5
-0.38676104242693066,2412
-0.3844365538192416,2412.5
-0.3840571121405246,2413
-0.38574202816921854,2413.5
-0.3901516768890134,2414
-0.3956104089598901,2414.5
-0.40116799749267534,2415
-0.40612325456967796,2415.5
-0.40912281454084337,2416
-0.40950991026676287,2416.5
-0.40876435853937537,2417
-0.4070017532351549,2417.5
-0.4052627202646258,2418
-0.4054551003919277,2418.5
-0.4064928247734616,2419
-0.40671850020383016,2419.5
-0.4056944681598407,2420
-0.4033957140186924,2420.5
-0.3991622689693745,2421
-0.3948987910000934,2421.5
-0.3915554965486352,2422
-0.389687181097772,2422.5
-0.38973453082989784,2423
-0.39150590288961695,2423.5
-0.39279641051449726,2424
-0.3923123500178859,2424.5
-0.3913077606275638,2425
-0.3910663653859705,2425.5
-0.3916624145195318,2426
-0.39343819709149813,2426.5
-0.3967649751952013,2427
-0.39993015631666307,2427.5
-0.40219594737189496,2428
-0.4019825220841335,2428.5
-0.39733538769455207,2429
-0.38795271203870946,2429.5
-0.37830664057396446,2430
-0.3692030481928162,2430.5
-0.36134517019821766,2431
-0.35616881240974224,2431.5
-0.3552413483850666,2432
-0.3572287854594882,2432.5
-0.36178817048847595,2433
-0.3670069450660167,2433.5
-0.3715310644934413,2434
-0.37451613337673223,2434.5
-0.3770298448683056,2435
-0.3793749225198169,2435.5
-0.3814744358677722,2436
-0.3833546513786209,2436.5
-0.38488527377100323,2437
-0.3857728109681227,2437.5
-0.38640281853147035,2438
-0.38724903382007225,2438.5
-0.38849831811343283,2439
-0.39083528123103806,2439.5
-0.39506797872436844,2440
-0.3996008582066566,2440.5
-0.4040333074514124,2441
-0.40735197935093875,2441.5
-0.4068205291868549,2442
-0.4022236580239345,2442.5
-0.3966356854596859,2443
-0.3905556754464278,2443.5
-0.3853457996464765,2444
-0.383558336627,2444.5
-0.3827475541551782,2445
-0.3807341600115995,2445.5
-0.3767384194538714,2446
-0.36744650528095274,2446.5
-0.3496162569298572,2447
-0.32983091107504864,2447.5
-0.31011822355020846,2448
-0.29299702474703937,2448.5
-0.2824994219136582,2449
-0.27939495600828074,2449.5
-0.2831954672038194,2450
-0.2954529485999534,2450.5
-0.31212002867564853,2451
-0.3294402712795673,2451.5
-0.34593222200279494,2452
-0.35987997884158196,2452.5
-0.36937932794805817,2453
-0.37602087375112453,2453.5
-0.380148998233611,2454
-0.38317027388847325,2454.5
-0.38615682193742423,2455
-0.38874495993970193,2455.5
-0.38888409682947095,2456
-0.3869214991367461,2456.5
-0.3848089127354764,2457
-0.38305477994171055,2457.5
-0.38186875624478345,2458
-0.38201953889195317,2458.5
-0.3825791999197805,2459
-0.38279019126570835,2459.5
-0.38241805021046527,2460
-0.3825412858695637,2460.5
-0.3835116106722158,2461
-0.38547472511488207,2461.5
-0.3891326759084168,2462
-0.3934826046567995,2462.5
-0.39593750661678123,2463
-0.3963117479349448,2463.5
-0.3950557017378673,2464
-0.39143183503371265,2464.5
-0.38671019550470503,2465
-0.38250123236126493,2465.5
-0.37836795994490313,2466
-0.3740714867462581,2466.5
-0.36925506481383846,2467
-0.3647153620246952,2467.5
-0.360621820174327,2468
-0.3569434727180103,2468.5
-0.3555271104183035,2469
-0.3575069114577786,2469.5
-0.3625430704269136,2470
-0.37002241524339613,2470.5
-0.3788035775919103,2471
-0.38662352527427707,2471.5
-0.39226707246196696,2472
-0.3956924165023018,2472.5
-0.3959482992160419,2473
-0.39491358177059355,2473.5
-0.3937889794541017,2474
-0.39318436438229787,2474.5
-0.3926989098261935,2475
-0.392339251038004,2475.5
-0.3915745647704673,2476
-0.38994555060440833,2476.5
-0.38797147928044745,2477
-0.3866851850105653,2477.5
-0.38624594209532304,2478
-0.38690571941509605,2478.5
-0.38927973215512274,2479
-0.3921205812461827,2479.5
-0.39433575319572645,2480
-0.39568260114981063,2480.5
-0.3958613164182438,2481
-0.39445497527239304,2481.5
-0.3914586905622156,2482
-0.38676122490362824,2482.5
-0.3814861099343796,2483
-0.37587018196342414,2483.5
-0.37092460204301886,2484
-0.3685819733177638,2484.5
-0.36840373071598653,2485
-0.36863024528000826,2485.5
-0.3695255007972815,2486
-0.3677431144596992,2486.5
-0.3590912811882255,2487
-0.3460857579216567,2487.5
-0.3299425164921976,2488
-0.31093137542043253,2488.5
-0.2949247780869753,2489
-0.28554763794433247,2489.5
-0.28337526801848756,2490
-0.29033582732256275,2490.5
-0.30531907290463667,2491
-0.3235252622342409,2491.5
-0.3430487454155089,2492
-0.36048389167959016,2492.5
-0.37320185215047413,2493
-0.3813955223213884,2493.5
-0.3845582948476398,2494
-0.38436076218340665,2494.5
-0.3825104696104458,2495
-0.37986978927490855,2495.5
-0.3764274857799371,2496
-0.37230392912860155,2496.5
-0.3683235646091429,2497
-0.3649077787736248,2497.5
-0.3625387437558364,2498
-0.3613993427651189,2498.5
-0.3615627600188439,2499
-0.3633099229946963,2499.5
-0.36728167983064197,2500
-0.37240213106988873,2500.5
