code,species,Imipenem,Gentamicin,Oxacillin,Fusidic acid,Tetracycline,Rifampicin,Amoxicillin-Clavulanic acid,Cefazolin,Meropenem,Ciprofloxacin,Levofloxacin,Teicoplanin,Norfloxacin,Cotrimoxazole,Tobramycin,Ampicillin-Amoxicillin,Ceftriaxone,Ceftazidime,Clindamycin,Penicillin,Cefuroxime,Cefpodoxime,Fosfomycin-Trometamol,Colistin,Erythromycin,Cefepime,Piperacillin-Tazobactam
e0649b21-eedf-48a4-a1ca-b17c8534ca9f_MALDI1,Aerococcus sanguinicola,-,-,-,-,-,-,-,-,-,-,R,-,-,R,-,-,-,-,-,S,-,-,-,-,-,-,-
b1afd11c-a0ed-4035-95c8-383794b78778_MALDI1,Streptococcus agalactiae,,,,,,,,,,,,,,,,,,,,,,,,,,,
c0b3b06d-4551-49c6-912b-a76bc099befa_MALDI1,Streptococcus agalactiae,,,,,,,,,,,,,,,,,,,,,,,,,,,
6b061329-52c6-4bcc-8e87-5c383debbe03_MALDI1,Staphylococcus aureus,,,,,,,,,,,,,,,,,,,,,,,,,,,
f07f2a86-041e-4e26-a76d-d7019ed3a163_MALDI1,Enterococcus faecalis,S,-,-,-,-,-,-,-,-,-,S,S,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-
4e792832-5f9c-4797-bc4f-db2cc19a6f61_MALDI1,Haemophilus influenzae,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,R,-,-,-,-,-,-
ed886ea5-ed99-4a29-8e4a-a9b4ae7e9c2a_MALDI1,Elizabethkingia meningoseptica,,,,,,,,,,,,,,,,,,,,,,,,,,,
fdb144c3-2cce-4cd5-915d-68f378a2ff88_MALDI1,Streptococcus agalactiae,,,,,,,,,,,,,,,,,,,,,,,,,,,
a386a34e-825b-450e-8b7d-edcb34437338_MALDI1,Citrobacter koseri,S,-,-,-,-,-,S,-,S,S,S,-,S,S,S,R,S,S,-,-,-,S,S,S,-,S,S
14d75382-35ec-4c5f-8165-62cddc2c0a68_MALDI1,Klebsiella pneumoniae,S,-,-,-,-,-,R,-,S,S,S,-,S,S,S,R,S,S,-,-,-,S,S,S,-,S,-
df0eb89b-9ea1-4690-af41-ca0f4a79a2a9_MALDI1,Citrobacter braakii,S,-,-,-,-,-,R,-,S,S,S,-,S,S,S,R,R,R,-,-,-,R,S,S,-,S,I
0e49746f-9ad6-48ac-83d8-3fbba2132209_MALDI1,Citrobacter koseri,S,-,-,-,-,-,S,-,S,S,S,-,S,S,S,R,S,S,-,-,-,S,S,S,-,S,S
f55e8d9a-fa79-4501-a58b-04bf5dc8a266_MALDI1,Klebsiella pneumoniae,S,-,-,-,-,-,S,-,S,S,S,-,S,S,S,R,S,S,-,-,-,S,S,S,-,S,S
a594d040-2c80-45b1-9ae7-4c3d9d5af051_MALDI1,Staphylococcus epidermidis,S,R,S,S,S,S,S,S,S,R,-,-,-,R,-,R,S,-,S,R,S,-,-,-,S,S,S
861f27e7-a4be-4b13-9cca-c96f83aee60e_MALDI1,Citrobacter braakii,S,-,-,-,-,-,R,-,S,S,S,-,S,S,S,R,R,R,-,-,-,R,S,S,-,S,I
cdd08470-b152-4a8f-9dbe-2bab0f0be3ea_MALDI1,Staphylococcus epidermidis,S,S,S,S,S,S,S,S,S,S,-,-,-,S,-,R,S,-,S,R,S,-,-,-,S,S,S
5727c055-e7d1-487f-a929-cdfafd3c8de3_MALDI1,Streptococcus mitis,,,,,,,,,,,,,,,,,,,,,,,,,,,
3d577f2e-e21e-4b4c-828b-387cdc9a119b_MALDI1,Klebsiella pneumoniae,S,-,-,-,-,-,S,-,S,S,S,-,S,S,S,R,S,S,-,-,-,S,S,S,-,S,S
3dde2463-4fe6-41db-90a5-746382f26ba4_MALDI1,Lactobacillus jensenii,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5cd2e63-02c1-4269-aeb3-f3340b91e811_MALDI1,Citrobacter freundii,S,-,-,-,-,-,R,-,S,S,S,-,S,S,S,R,S,S,-,-,-,R,S,S,-,S,S
39faaa68-986b-4ec9-b696-7d7d0b4ebd67_MALDI1,Klebsiella pneumoniae,,,,,,,,,,,,,,,,,,,,,,,,,,,
aca4d94f-321a-493e-9682-05965b360cef_MALDI1,Klebsiella pneumoniae,S,-,-,-,-,-,S,-,S,I,I,-,I,R,S,R,R,R,-,-,-,R,S,S,-,I,S
702a51ce-864f-48da-b806-642c23dfc103_MALDI1,Citrobacter freundii,S,-,-,-,-,-,R,-,S,S,S,-,S,S,S,R,S,S,-,-,-,R,S,S,-,S,S
582c0f83-563c-4721-9f53-32c24fefeb23_MALDI1,Streptococcus gordonii,,,,,,,,,,,,,,,,,,,,,,,,,,,
14502dfd-d8a5-488d-9bbb-d9d7bd0327c9_MALDI1,Gardnerella sp,,,,,,,,,,,,,,,,,,,,,,,,,,,
d311f1d9-9ca4-4bfd-ae13-056d834e846a_MALDI1,Klebsiella pneumoniae,S,-,-,-,-,-,S,-,S,I,I,-,I,R,S,R,R,R,-,-,-,R,S,S,-,I,S
bb6c1c05-7e92-4dc5-ba7a-896739bb77cd_MALDI1,Citrobacter freundii,S,-,-,-,-,-,R,-,S,S,S,-,S,S,S,R,S,S,-,-,-,R,S,S,-,S,S
c09be287-f87f-4051-9408-4c11ef0f68b8_MALDI1,Citrobacter freundii,S,-,-,-,-,-,R,-,S,S,S,-,S,S,S,R,S,S,-,-,-,R,S,S,-,S,S
b47546bb-c2c2-4b75-bd2d-a1a94de86d79_MALDI1,Propionibacterium acnes,,,,,,,,,,,,,,,,,,,,,,,,,,,
55e93900-dc61-477b-8cb0-46f07aa2a368_MALDI1,Staphylococcus aureus,,,,,,,,,,,,,,,,,,,,,,,,,,,
a1548bb1-109f-4b97-bdd4-df36133354be_MALDI1,Corynebacterium striatum,,,,,,,,,,,,,,,,,,,,,,,,,,,
e15d17fa-aa46-4db4-977f-e47115f09944_MALDI1,Propionibacterium acnes,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5ded078-b95d-4abe-960f-86266fb06db5_MALDI1,Propionibacterium granulosum,,,,,,,,,,,,,,,,,,,,,,,,,,,
60809f38-bc98-4ecd-928f-8da735041c71_MALDI1,Propionibacterium granulosum,,,,,,,,,,,,,,,,,,,,,,,,,,,
baeae062-3f93-48fe-8e4e-ef89199999a1_MALDI1,Streptococcus sanguinis,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3820beb-4e9d-471d-976b-070f770e5ddb_MALDI1,Parvimonas micra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,S,-,-,-,-,-,-,-
7902afe9-5aa7-4c3e-bcad-c4d5151a6909_MALDI1,Propionibacterium acnes,,,,,,,,,,,,,,,,,,,,,,,,,,,
8b4a372d-eb9e-469e-beee-92de59bc310c_MALDI1,Propionibacterium acnes,,,,,,,,,,,,,,,,,,,,,,,,,,,
e59f4118-dea9-4fd9-91c2-1aea2b9877c1_MALDI1,Prevotella loescheii,,,,,,,,,,,,,,,,,,,,,,,,,,,
903451a4-75df-4eda-91c2-ae6a9f608fae_MALDI1,Veillonella parvula,,,,,,,,,,,,,,,,,,,,,,,,,,,
bbe5a419-9714-4c2a-af15-b30b397e9568_MALDI1,Candida albicans,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6c5ecbc-9a17-4b06-973d-b20e134250b6_MALDI1,Gardnerella vaginalis,,,,,,,,,,,,,,,,,,,,,,,,,,,
1b1a71f0-7484-4920-86ec-ec75ed373db4_MALDI1,Staphylococcus aureus,S,S,S,S,S,S,S,S,S,I,-,S,-,S,-,R,S,-,R,R,S,-,-,-,R,S,S
0b3eff8a-6829-4ba5-97ef-9cb1e8fc2010_MALDI1,Klebsiella pneumoniae,I,-,-,-,-,-,R,-,R,R,R,-,-,R,R,R,R,R,-,-,-,-,-,S,-,R,R
d67095ea-e2b6-4f27-b4e9-32402eaa4a20_MALDI1,Staphylococcus aureus,S,S,S,S,S,S,S,S,S,I,-,S,-,S,-,R,S,-,R,R,S,-,-,-,R,S,S
156e2e59-b7fa-4cd9-8517-21de56d86046_MALDI1,Staphylococcus haemolyticus,,,,,,,,,,,,,,,,,,,,,,,,,,,
f19dec14-a94a-4e5c-bc87-c04695b04c50_MALDI1,Streptococcus oralis,,,,,,,,,,,,,,,,,,,,,,,,,,,
