code,species,Imipenem,Gentamicin,Oxacillin,Fusidic acid,Tetracycline,Rifampicin,Amoxicillin-Clavulanic acid,Cefazolin,Meropenem,Ciprofloxacin,Levofloxacin,Teicoplanin,Norfloxacin,Cotrimoxazole,Tobramycin,Ampicillin-Amoxicillin,Ceftriaxone,Ceftazidime,Clindamycin,Penicillin,Cefuroxime,Cefpodoxime,Fosfomycin-Trometamol,Colistin,Erythromycin,Cefepime,Piperacillin-Tazobactam
d11d4b06-cb74-4fce-853d-f2eff637a6ea_MALDI1,MIX!Pasteurella canis,,,,,,,,,,,,,,,,,,,,,,,,,,,
381d5203-1039-4866-a2a1-c4d79a77650e_MALDI1,MIX!Achromobacter insolitus,-,-,-,-,-,-,-,-,S,S,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,R,S
c9ac7c61-cc2a-4cbd-ac15-5f983d444b30_MALDI1,MIX!Haemophilus parainfluenzae,,,,,,,,,,,,,,,,,,,,,,,,,,,
07242b59-b6e5-4ae6-95e9-57fae3ef6df0_MALDI1,MIX!Acinetobacter baumannii,S,-,-,-,-,-,-,-,S,I,I,-,-,S,S,-,R,S,-,-,-,-,-,S,-,S,S
a5abca5b-714e-4f9b-8978-b00627709854_MALDI1,MIX!Haemophilus parainfluenzae,,,,,,,,,,,,,,,,,,,,,,,,,,,
b7da666e-bd12-494b-bc9e-86607517360c_MALDI1,MIX!Neisseria subflava,,,,,,,,,,,,,,,,,,,,,,,,,,,
e73321b2-e05a-41a9-945c-9b0787d9b7eb_MALDI1,MIX!Streptococcus dysgalactiae,,,,,,,,,,,,,,,,,,,,,,,,,,,
d5b072ac-b44e-49f7-b037-a38bdab348d9_MALDI1,MIX!Neisseria macacae,,,,,,,,,,,,,,,,,,,,,,,,,,,
adec63ac-4e34-4e4c-a922-7dfb85f00e81_MALDI1,MIX!Actinomyces odontolyticus,,,,,,,,,,,,,,,,,,,,,,,,,,,
1b1edf2a-cdb2-4da1-a3c3-5c716ab93193_MALDI1,MIX!Actinomyces odontolyticus,,,,,,,,,,,,,,,,,,,,,,,,,,,
a0e8ed2b-bc09-414a-b63b-f4bda0cab37e_MALDI1,MIX!Enterobacter cloacae,S,-,-,-,-,-,R,-,S,R,R,-,-,R,R,R,R,R,-,-,-,-,-,S,-,I,R
0010b4f2-0102-4f6c-8009-1e08a3783db2_MALDI1,MIX!Haemophilus haemolyticus,,,,,,,,,,,,,,,,,,,,,,,,,,,
6e796b85-67d7-4a28-be35-639e61f936a7_MALDI1,MIX!Enterococcus faecalis,S,-,-,-,-,-,-,-,-,-,S,S,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-
b1770f56-6b77-4c2c-aefe-67182c8108c4_MALDI1,MIX!Finegoldia magna,,,,,,,,,,,,,,,,,,,,,,,,,,,
17dee684-5846-4c3d-beec-953be3183674_MALDI1,MIX!Finegoldia magna,,,,,,,,,,,,,,,,,,,,,,,,,,,
14696066-1a8b-467d-a6e1-5517e4f188f8_MALDI1,MIX!Prevotella veroralis,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd450788-d3b0-4155-bb07-cbced26feba1_MALDI1,MIX!Parvimonas micra,,,,,,,,,,,,,,,,,,,,,,,,,,,
a557ca5e-9db7-4756-985f-98197fda1d37_MALDI1,MIX!Acinetobacter lwoffii,-,-,-,-,-,-,-,-,S,S,-,-,-,S,-,-,-,S,-,-,-,-,-,-,-,S,S
abb5b4e8-9b85-47eb-8cf3-bc43bb0581bc_MALDI1,MIX!Acinetobacter lwoffii,-,-,-,-,-,-,-,-,S,S,-,-,-,S,-,-,-,S,-,-,-,-,-,-,-,S,S
d63055cc-0b80-45fd-a20f-e10c39faa827_MALDI1,MIX!Pseudomonas pseudoalcaligenes,,,,,,,,,,,,,,,,,,,,,,,,,,,
a0828c2b-8fd4-40bb-b2d8-82fcfe042551_MALDI1,MIX!Gardnerella vaginalis,,,,,,,,,,,,,,,,,,,,,,,,,,,
10253264-46f5-4a50-a8a6-dc2889dc4055_MALDI1,MIX!Gardnerella vaginalis,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6555818-deb9-4735-ad47-02a024ced5dc_MALDI1,MIX!Gardnerella vaginalis,,,,,,,,,,,,,,,,,,,,,,,,,,,
27b15807-9734-4e0b-a80e-f3bba8fe2a2a_MALDI1,MIX!Escherichia coli,,,,,,,,,,,,,,,,,,,,,,,,,,,
7d279959-0c03-4d32-9b08-f82d1c1d6ed8_MALDI1,MIX!Bifidobacterium breve,,,,,,,,,,,,,,,,,,,,,,,,,,,
51d92c3d-b360-4683-9b47-bd9da2f369a9_MALDI1,MIX!Propionibacterium acnes,,,,,,,,,,,,,,,,,,,,,,,,,,,
145b4863-ea82-46c3-bb89-1d60bba71f66_MALDI1,MIX!Peptostreptococcus anaerobius,,,,,,,,,,,,,,,,,,,,,,,,,,,
d9d35160-0f13-4fb7-af2d-dbacb75b0f6c_MALDI1,MIX!Haemophilus parainfluenzae,,,,,,,,,,,,,,,,,,,,,,,,,,,
73a87538-49c6-4afa-bb39-f7ed1248af50_MALDI1,MIX!Haemophilus parainfluenzae,,,,,,,,,,,,,,,,,,,,,,,,,,,
18145bdf-bfaf-485a-885d-a19910077934_MALDI1,MIX!Haemophilus influenzae,,,,,,,,,,,,,,,,,,,,,,,,,,,
0b798b1d-6130-45ec-988f-618c1bbeefeb_MALDI1,MIX!Enterobacter cloacae,,,,,,,,,,,,,,,,,,,,,,,,,,,
a0328117-202a-449b-a8a0-7041a1336ea4_MALDI1,MIX!Haemophilus parainfluenzae,,,,,,,,,,,,,,,,,,,,,,,,,,,
f964822a-379f-4eba-8128-a94ededc14fe_MALDI1,MIX!Bacillus thuringiensis,,,,,,,,,,,,,,,,,,,,,,,,,,,
74d43e68-c2e2-41db-b76e-f7a1f5c6d8d9_MALDI1,MIX!Bacillus mycoides,,,,,,,,,,,,,,,,,,,,,,,,,,,
fb01316a-0115-49d6-ac73-0d6513feb7a9_MALDI1,MIX!Gardnerella vaginalis,,,,,,,,,,,,,,,,,,,,,,,,,,,
8b340450-6f61-4744-983f-9c2b28b20f9d_MALDI1,MIX!Streptococcus constellatus,,,,,,,,,,,,,,,,,,,,,,,,,,,
a318b745-a7d5-403b-b430-76ff05134564_MALDI1,MIX!Achromobacter xylosoxidans,-,-,-,-,-,-,-,-,R,R,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,R,S
b0d57265-8963-43f8-98c6-d04cf6be0e9f_MALDI1,MIX!Acinetobacter johnsonii,-,-,-,-,-,-,-,-,S,S,-,-,-,S,-,-,-,S,-,-,-,-,-,-,-,I,S
d2fc493c-02e1-453f-814c-ef4fc275433a_MALDI1,MIX!Aggregatibacter segnis,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ae53103-9612-4ddb-aaa0-f3a3a4af646a_MALDI1,MIX!Haemophilus haemolyticus,,,,,,,,,,,,,,,,,,,,,,,,,,,
faf2ce5a-5585-40db-b690-673c05b2691d_MALDI1,MIX!Bacillus cereus,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1303b23-10b8-4709-8af6-9ae538a623ed_MALDI1,MIX!Gardnerella vaginalis,,,,,,,,,,,,,,,,,,,,,,,,,,,
279c9fc7-1ae3-429f-8cb9-e8447d168622_MALDI1,MIX!Staphylococcus epidermidis,,,,,,,,,,,,,,,,,,,,,,,,,,,
8bbcb4c8-8904-4688-a1e4-db89bf963d75_MALDI1,MIX!Lactobacillus rhamnosus,,,,,,,,,,,,,,,,,,,,,,,,,,,
c3b8a277-17c8-4e48-9cf6-706350aee607_MALDI1,MIX!Neisseria macacae,,,,,,,,,,,,,,,,,,,,,,,,,,,
e31b0949-f35f-4607-b381-3eb5d66d991d_MALDI1,MIX!Haemophilus parainfluenzae,,,,,,,,,,,,,,,,,,,,,,,,,,,
6366c010-57db-4659-9ac5-f524c92f6290_MALDI1,MIX!Haemophilus parainfluenzae,,,,,,,,,,,,,,,,,,,,,,,,,,,
b83f2a63-70cb-483d-bf5e-f642ac67c820_MALDI1,MIX!Neisseria subflava,,,,,,,,,,,,,,,,,,,,,,,,,,,
6af9bfeb-cf71-4660-9f1a-758e6dfb485d_MALDI1,MIX!Lactobacillus iners,,,,,,,,,,,,,,,,,,,,,,,,,,,
847cce17-2232-4a4b-92ea-16759131bbd7_MALDI1,MIX!Eikenella corrodens,,,,,,,,,,,,,,,,,,,,,,,,,,,
d8ebfaa4-c1dc-4ec4-a23a-74a5bedf00e1_MALDI1,MIX!Escherichia coli,,,,,,,,,,,,,,,,,,,,,,,,,,,
805f8645-bfb3-4b3e-a51f-5d90f1848242_MALDI1,MIX!Neisseria subflava,,,,,,,,,,,,,,,,,,,,,,,,,,,
266fa7a7-36b6-49df-9d0e-08ee6e825659_MALDI1,MIX!Lactobacillus iners,,,,,,,,,,,,,,,,,,,,,,,,,,,
d456193b-5ba8-4100-83e9-d4f86d97b962_MALDI1,MIX!Lactobacillus iners,,,,,,,,,,,,,,,,,,,,,,,,,,,
1d4eab0b-7b56-4cf3-8c3f-481d1010cc20_MALDI1,MIX!Enterobacter asburiae,S,-,-,-,-,-,R,-,S,S,S,-,-,S,S,R,S,S,-,-,-,-,-,S,-,S,S
7a5f6c00-9b88-455c-8c27-4e82e5436713_MALDI1,MIX!Stenotrophomonas maltophilia,-,-,-,-,-,-,-,-,-,-,S,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-
3beb5e22-730a-4a4b-9456-6d90f5e275bf_MALDI1,MIX!Streptococcus dysgalactiae,,,,,,,,,,,,,,,,,,,,,,,,,,,
1384ddcc-46b3-4520-86de-d9712478e672_MALDI1,MIX!Enterococcus gallinarum,S,-,-,-,-,-,-,-,-,-,S,S,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-
0fc1eaea-cead-46d5-bb32-6907e7bb0b13_MALDI1,MIX!Candida albicans,,,,,,,,,,,,,,,,,,,,,,,,,,,
401943a2-04c2-4c8c-8e29-56f185d4420d_MALDI1,MIX!Escherichia vulneris,,,,,,,,,,,,,,,,,,,,,,,,,,,
766f80f7-064b-45b1-aa56-405facd11be6_MALDI1,MIX!Bacillus weihenstephanensis,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3394ef3-5b33-4619-b863-90acdf38df9e_MALDI1,MIX!Anaerococcus murdochii,,,,,,,,,,,,,,,,,,,,,,,,,,,
eaa60816-a3ca-4d4e-b5cb-92c2e8666803_MALDI1,MIX!Streptococcus parasanguinis,,,,,,,,,,,,,,,,,,,,,,,,,,,
9535cc86-b55c-4fcd-9b93-076e660e9654_MALDI1,MIX!Pasteurella multocida,-,-,-,-,-,-,-,-,-,-,S,-,-,S,-,-,S,-,-,-,-,-,-,-,-,-,-
9018a8d9-fd1c-438b-9428-4575bf901a11_MALDI1,MIX!Achromobacter xylosoxidans,-,-,-,-,-,-,-,-,S,R,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,R,S
47c0fee6-b77e-440b-9e91-4a22aef5eb71_MALDI1,MIX!Neisseria macacae,,,,,,,,,,,,,,,,,,,,,,,,,,,
91caaa7b-de50-4237-9c8c-043699e479e3_MALDI1,MIX!Lactobacillus iners,,,,,,,,,,,,,,,,,,,,,,,,,,,
0dd80570-9ac9-40b5-af0a-9a42a06dc404_MALDI1,MIX!Lactobacillus crispatus,,,,,,,,,,,,,,,,,,,,,,,,,,,
139852e0-1ffb-45ed-953a-03f2da13cdf6_MALDI1,MIX!Achromobacter xylosoxidans,,,,,,,,,,,,,,,,,,,,,,,,,,,
a0869215-48a1-4b91-a6bc-ea60c84efd6d_MALDI1,MIX!Achromobacter xylosoxidans,,,,,,,,,,,,,,,,,,,,,,,,,,,
6ebd3780-0875-405a-9269-12842173ca39_MALDI1,MIX!Streptococcus pyogenes,,,,,,,,,,,,,,,,,,,,,,,,,,,
93737218-f723-456f-aca6-91f54b8553fc_MALDI1,MIX!Klebsiella pneumoniae,S,-,-,-,-,-,R,-,S,S,S,-,S,S,S,R,S,S,-,-,-,S,S,S,-,S,S
873d20d8-e14f-4b6a-a2e9-96cad19ae1fa_MALDI1,MIX!Lactobacillus gasseri,,,,,,,,,,,,,,,,,,,,,,,,,,,
ae8d46bd-eb57-4d70-9fd1-b253b75d03aa_MALDI1,MIX!Enterobacter cloacae,,,,,,,,,,,,,,,,,,,,,,,,,,,
fa191987-c3d6-4779-ace8-8218c4a56e1d_MALDI1,MIX!Streptococcus intermedius,,,,,,,,,,,,,,,,,,,,,,,,,,,
eda965cd-3691-4a55-8b6a-66faac8eef26_MALDI1,MIX!Lactobacillus fermentum,,,,,,,,,,,,,,,,,,,,,,,,,,,
94506354-30dc-4db9-a924-0cea72d0239e_MALDI1,MIX!Pseudomonas aeruginosa,S,-,-,-,-,-,-,-,S,S,S,-,-,-,S,-,-,S,-,-,-,-,-,S,-,S,S
6b41ea91-395b-4a3d-8bcc-b310783cd0d4_MALDI1,MIX!Lactobacillus crispatus,,,,,,,,,,,,,,,,,,,,,,,,,,,
dc3b7443-ad13-4384-8143-ee482d261408_MALDI1,MIX!Klebsiella variicola,S,-,-,-,-,-,S,-,S,S,S,-,-,S,S,R,S,S,-,-,-,-,-,S,-,S,S
f669008c-6d95-4f3d-9276-e627cea21176_MALDI1,MIX!Haemophilus parainfluenzae,,,,,,,,,,,,,,,,,,,,,,,,,,,
efca337e-37dd-409d-a614-aa4597b128ee_MALDI1,MIX!Haemophilus parainfluenzae,,,,,,,,,,,,,,,,,,,,,,,,,,,
89e4475e-c42d-4d07-8424-0853b868c904_MALDI1,MIX!Enterobacter cloacae,S,-,-,-,-,-,R,-,S,S,S,-,-,S,S,R,R,R,-,-,-,-,-,S,-,S,R
7cfad29d-22da-42bf-b8f9-6fb919c6b39c_MALDI1,MIX!Neisseria subflava,,,,,,,,,,,,,,,,,,,,,,,,,,,
abfd4241-9cae-48fc-ae56-3d058d203c90_MALDI1,MIX!Mycoplasma arginini,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca13171c-9aee-4dd3-93fe-81fd9374b1f8_MALDI1,MIX!Corynebacterium tuberculostearicum,,,,,,,,,,,,,,,,,,,,,,,,,,,
3e61c3c7-e62e-4a8f-9a14-3828aabc4f3e_MALDI1,MIX!Staphylococcus aureus,,,,,,,,,,,,,,,,,,,,,,,,,,,
cbc2886e-f346-4947-96e6-dcb7d480c5c6_MALDI1,MIX!Klebsiella pneumoniae,S,-,-,-,-,-,S,-,S,R,R,-,-,R,S,R,R,R,-,-,-,-,-,S,-,I,I
18d58ff7-3a3d-481f-8bf0-6f58d42d6aa8_MALDI1,MIX!Enterococcus faecium,S,-,-,-,-,-,-,-,-,-,S,S,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-
332b431d-95d0-4b5b-8cb6-12443aae9373_MALDI1,MIX!Haemophilus parainfluenzae,,,,,,,,,,,,,,,,,,,,,,,,,,,
cb1f32a6-fed1-4ffd-97df-f11faea7bfb0_MALDI1,MIX!Bifidobacterium breve,,,,,,,,,,,,,,,,,,,,,,,,,,,
bc1ea328-f6fa-480e-b255-5f8abd9dda0d_MALDI1,MIX!Corynebacterium aurimucosum,,,,,,,,,,,,,,,,,,,,,,,,,,,
a89d3c02-5755-473f-b49c-5b375c829969_MALDI1,MIX!Streptococcus anginosus,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbe37c33-03f2-41c2-aba0-83e9de539f4a_MALDI1,MIX!Streptococcus urinalis,,,,,,,,,,,,,,,,,,,,,,,,,,,
533342b2-4e84-48e3-88bc-9ee1760f6539_MALDI1,MIX!Streptococcus salivarius,,,,,,,,,,,,,,,,,,,,,,,,,,,
628e18b0-0c3a-4a07-8a76-7ceea6bcb7c3_MALDI1,MIX!Neisseria macacae,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5c9c138-a148-4db5-8dd4-6ab6526c9f0a_MALDI1,MIX!Neisseria subflava,,,,,,,,,,,,,,,,,,,,,,,,,,,
b7603706-64ee-4662-b8bb-e8b671dbddd3_MALDI1,MIX!Aggregatibacter actinomycetemcomitans,,,,,,,,,,,,,,,,,,,,,,,,,,,
d12e9b49-59de-45b3-8717-bd86d8f2adc6_MALDI1,MIX!Actinobaculum massiliense,,,,,,,,,,,,,,,,,,,,,,,,,,,
df7ef19a-e25c-4c27-8e17-bfa7d2ecd3f6_MALDI1,MIX!Raoultella ornithinolytica,,,,,,,,,,,,,,,,,,,,,,,,,,,
680db593-6fb3-4cc0-81bf-2ba64c15e3ca_MALDI1,MIX!Enterobacter cloacae,,,,,,,,,,,,,,,,,,,,,,,,,,,
f695278e-fa12-44fe-816b-08681e3415d5_MALDI1,MIX!Acinetobacter pittii,S,-,-,-,-,-,-,-,S,S,S,-,-,S,S,-,R,S,-,-,-,-,-,S,-,S,S
4f9498cf-a00e-4e05-b79d-c0ef0d777270_MALDI1,MIX!Haemophilus influenzae,,,,,,,,,,,,,,,,,,,,,,,,,,,
ba915270-3842-409d-9af2-96a5ee58d08b_MALDI1,MIX!Acinetobacter junii,-,-,-,-,-,-,-,-,S,S,-,-,-,S,-,-,-,S,-,-,-,-,-,-,-,S,S
b43b2792-7036-4fde-96fa-f309566e13e0_MALDI1,MIX!Acinetobacter tjernbergiae,-,-,-,-,-,-,-,-,S,S,-,-,-,S,-,-,-,S,-,-,-,-,-,-,-,S,S
fc815e51-7ef9-4fb1-9281-c5496225c068_MALDI1,MIX!Streptococcus mitis,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa857f13-5d95-4079-b08d-ed4bf8a93857_MALDI1,MIX!Achromobacter spanius,,,,,,,,,,,,,,,,,,,,,,,,,,,
a312d671-b39c-4e22-af23-3b3a72e00b30_MALDI1,MIX!Enterococcus faecalis,,,,,,,,,,,,,,,,,,,,,,,,,,,
3901f095-4fad-45c0-8b92-d89b710aa230_MALDI1,MIX!Enterococcus faecalis,,,,,,,,,,,,,,,,,,,,,,,,,,,
d4cb58c4-021a-4cde-9e89-376f2b9688af_MALDI1,MIX!Enterococcus faecalis,,,,,,,,,,,,,,,,,,,,,,,,,,,
4af936ca-eea5-4cb1-a446-d958d97a2d71_MALDI1,MIX!Stenotrophomonas maltophilia,,,,,,,,,,,,,,,,,,,,,,,,,,,
eff9814f-b716-4e0a-a845-2d35b35db542_MALDI1,MIX!Stenotrophomonas maltophilia,,,,,,,,,,,,,,,,,,,,,,,,,,,
05bace50-57c1-4996-b508-546d375ad3f7_MALDI1,MIX!Haemophilus parainfluenzae,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5891474-9d50-47ca-9a0a-e4f19dfe4a3e_MALDI1,MIX!Staphylococcus aureus,S,S,S,S,R,S,S,S,S,S,-,S,-,S,-,R,S,-,S,R,S,-,-,-,S,S,S
9dba761f-5a99-4683-a255-a9fb15fd6ca2_MALDI1,MIX!Bifidobacterium breve,,,,,,,,,,,,,,,,,,,,,,,,,,,
a90de91a-9a77-4c71-85c6-c83bb494e7d2_MALDI1,MIX!Lactobacillus crispatus,,,,,,,,,,,,,,,,,,,,,,,,,,,
f8384dca-74e2-4fc5-a2fb-2fa70a724435_MALDI1,MIX!Gardnerella vaginalis,,,,,,,,,,,,,,,,,,,,,,,,,,,
2c0fac3e-3142-4067-b3f5-1f00d748c0ac_MALDI1,MIX!Bifidobacterium longum,,,,,,,,,,,,,,,,,,,,,,,,,,,
f517a2e2-c88f-492d-9500-0d4dc53cbf5a_MALDI1,MIX!Bacillus cereus,,,,,,,,,,,,,,,,,,,,,,,,,,,
a49ed8c4-d050-4724-abdc-cda73c658f2c_MALDI1,MIX!Pasteurella bettyae,,,,,,,,,,,,,,,,,,,,,,,,,,,
e244cf70-1593-4872-bf7c-44df1d9260c3_MALDI1,MIX!Neisseria cinerea,,,,,,,,,,,,,,,,,,,,,,,,,,,
fe15ce23-6de0-4776-b605-11f2e3d876cf_MALDI1,MIX!Haemophilus parainfluenzae,,,,,,,,,,,,,,,,,,,,,,,,,,,
73a6155e-964f-47b5-ad40-4fd63a8ccd85_MALDI1,MIX!Streptococcus vestibularis,,,,,,,,,,,,,,,,,,,,,,,,,,,
000bc9b6-1c49-48f7-9297-7d57431b760c_MALDI1,MIX!Rothia mucilaginosa,,,,,,,,,,,,,,,,,,,,,,,,,,,
572c88f8-6a74-4112-ab5d-2c84cc8c0cd2_MALDI1,MIX!Peptoniphilus tyrrelliae,,,,,,,,,,,,,,,,,,,,,,,,,,,
79dd3615-1baa-44db-8426-92728948ebcb_MALDI1,MIX!Fusobacterium nucleatum,,,,,,,,,,,,,,,,,,,,,,,,,,,
9f198277-5b53-4b94-8f3f-bf5f1e8a658e_MALDI1,MIX!Neisseria mucosa,,,,,,,,,,,,,,,,,,,,,,,,,,,
02ae3961-c7dd-41cb-98b9-212ca6c8cccb_MALDI1,MIX!Raoultella ornithinolytica,,,,,,,,,,,,,,,,,,,,,,,,,,,
4787d499-530b-4382-98eb-36d53ce749ad_MALDI1,MIX!Actinomyces viscosus,,,,,,,,,,,,,,,,,,,,,,,,,,,
541d4b20-0fa0-47f0-bab6-2c493599a515_MALDI1,MIX!Corynebacterium aurimucosum,,,,,,,,,,,,,,,,,,,,,,,,,,,
0c71f3eb-1970-4846-91a5-ab2a5dca63b9_MALDI1,MIX!Actinomyces viscosus,,,,,,,,,,,,,,,,,,,,,,,,,,,
2fcbf69a-458e-4f05-bf1a-70ce078fbd47_MALDI1,MIX!Neisseria macacae,,,,,,,,,,,,,,,,,,,,,,,,,,,
1ae06718-ea3c-4028-8d3c-f00479a7eed7_MALDI1,MIX!Actinomyces viscosus,,,,,,,,,,,,,,,,,,,,,,,,,,,
bdb73426-2678-48f2-8585-2b6b9b33d900_MALDI1,MIX!Aggregatibacter actinomycetemcomitans,,,,,,,,,,,,,,,,,,,,,,,,,,,
318a46c6-17c9-4b78-8977-73beb685c9a5_MALDI1,MIX!Neisseria macacae,,,,,,,,,,,,,,,,,,,,,,,,,,,
e93a59b2-c338-4ed5-9118-8e6b28104aa3_MALDI1,MIX!Haemophilus influenzae,,,,,,,,,,,,,,,,,,,,,,,,,,,
bd2152ed-e314-47de-9e10-b81b8632ce95_MALDI1,MIX!Haemophilus parainfluenzae,,,,,,,,,,,,,,,,,,,,,,,,,,,
7755a282-bccb-427e-b510-b23f72a02c19_MALDI1,MIX!Klebsiella pneumoniae,,,,,,,,,,,,,,,,,,,,,,,,,,,
9cd735ce-346c-4d21-af8b-9e64404198e0_MALDI1,MIX!Neisseria mucosa,,,,,,,,,,,,,,,,,,,,,,,,,,,
01372e0f-fa70-4339-8c35-65050a163ee5_MALDI1,MIX!Neisseria subflava,,,,,,,,,,,,,,,,,,,,,,,,,,,
647baf43-ba6c-4d38-b7d9-a8852ce7557a_MALDI1,MIX!Neisseria macacae,,,,,,,,,,,,,,,,,,,,,,,,,,,
0cf96961-da3e-4a1d-9ed2-85457627a2b4_MALDI1,MIX!Klebsiella pneumoniae,-,-,-,-,-,-,S,-,-,S,-,-,-,S,-,-,S,-,-,-,-,-,-,-,-,S,-
8d253e6d-fc91-404f-bdf5-2451c5200ff7_MALDI1,MIX!Staphylococcus capitis,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd9dc480-3f83-4e24-bc42-2572b421b5c5_MALDI1,MIX!Streptococcus mutans,,,,,,,,,,,,,,,,,,,,,,,,,,,
0a4f0ad1-0044-43a3-8fca-fe9f8514c1c1_MALDI1,MIX!Staphylococcus aureus,,,,,,,,,,,,,,,,,,,,,,,,,,,
7478069a-04bd-47c7-a34e-e8b5231ee678_MALDI1,MIX!Lactobacillus rhamnosus,,,,,,,,,,,,,,,,,,,,,,,,,,,
d8e481ab-d567-457d-9f3e-f0ea226eace3_MALDI1,MIX!Enterococcus faecalis,,,,,,,,,,,,,,,,,,,,,,,,,,,
e9c374ec-1b7b-461e-86bc-355ae2cee2bd_MALDI1,MIX!Staphylococcus lugdunensis,,,,,,,,,,,,,,,,,,,,,,,,,,,
b755eadc-a3e7-45fd-8ea6-c8f051c6c056_MALDI1,MIX!Eikenella corrodens,,,,,,,,,,,,,,,,,,,,,,,,,,,
0cdc1b35-e846-4c1b-96b7-f9a9355d6a03_MALDI1,MIX!Haemophilus parainfluenzae,,,,,,,,,,,,,,,,,,,,,,,,,,,
180ddafe-ac21-4c9c-87cf-ec7e8e2d94b0_MALDI1,MIX!Sphingomonas sp,,,,,,,,,,,,,,,,,,,,,,,,,,,
26b99ace-87db-4b9e-b1f1-fb5cb2b0f2ec_MALDI1,MIX!Corynebacterium propinquum,,,,,,,,,,,,,,,,,,,,,,,,,,,
daf957ac-2f20-47dc-b3ed-b22c34839719_MALDI1,MIX!Slackia exigua,,,,,,,,,,,,,,,,,,,,,,,,,,,
0afab27f-2465-46b5-aa85-c15704f00584_MALDI1,MIX!Haemophilus influenzae,,,,,,,,,,,,,,,,,,,,,,,,,,,
7a33b924-e440-4695-af40-a0ee8f802e8e_MALDI1,MIX!Haemophilus influenzae,,,,,,,,,,,,,,,,,,,,,,,,,,,
9aac960b-664f-4c88-ae18-8a160da57792_MALDI1,MIX!Haemophilus parahaemolyticus,,,,,,,,,,,,,,,,,,,,,,,,,,,
